time,demand,year,month
2016-10-6,3,2016,OCT
2016-10-7,18,2016,OCT
2016-10-8,3,2016,OCT
2016-10-9,9,2016,OCT
2016-10-10,21,2016,OCT
2016-10-11,15,2016,OCT
2016-10-12,12,2016,OCT
2016-10-13,18,2016,OCT
2016-10-14,12,2016,OCT
2016-10-15,12,2016,OCT
2016-10-16,18,2016,OCT
2016-10-17,12,2016,OCT
2016-10-18,6,2016,OCT
2016-10-19,9,2016,OCT
2016-10-20,12,2016,OCT
2016-10-21,15,2016,OCT
2016-10-22,12,2016,OCT
2016-10-23,6,2016,OCT
2016-10-24,3,2016,OCT
2016-10-25,27,2016,OCT
2016-10-26,15,2016,OCT
2016-10-27,36,2016,OCT
2016-10-28,12,2016,OCT
2016-10-29,15,2016,OCT
2016-10-30,6,2016,OCT
2016-10-31,15,2016,OCT
2016-11-1,18,2016,NOV
2016-11-2,9,2016,NOV
2016-11-3,15,2016,NOV
2016-11-4,15,2016,NOV
2016-11-5,63,2016,NOV
2016-11-6,12,2016,NOV
2016-11-7,9,2016,NOV
2016-11-8,9,2016,NOV
2016-11-9,18,2016,NOV
2016-11-10,12,2016,NOV
2016-11-11,6,2016,NOV
2016-11-12,9,2016,NOV
2016-11-13,24,2016,NOV
2016-11-14,9,2016,NOV
2016-11-15,12,2016,NOV
2016-11-16,12,2016,NOV
2016-11-17,15,2016,NOV
2016-11-18,15,2016,NOV
2016-11-19,21,2016,NOV
2016-11-20,36,2016,NOV
2016-11-21,12,2016,NOV
2016-11-22,24,2016,NOV
2016-11-23,21,2016,NOV
2016-11-24,21,2016,NOV
2016-11-25,6,2016,NOV
2016-11-26,21,2016,NOV
2016-11-27,24,2016,NOV
2016-11-28,6,2016,NOV
2016-11-29,18,2016,NOV
2016-11-30,15,2016,NOV
2016-12-1,12,2016,DIC
2016-12-2,6,2016,DIC
2016-12-3,6,2016,DIC
2016-12-4,12,2016,DIC
2016-12-5,21,2016,DIC
2016-12-6,6,2016,DIC
2016-12-7,3,2016,DIC
2016-12-8,6,2016,DIC
2016-12-9,6,2016,DIC
2016-12-10,21,2016,DIC
2016-12-11,15,2016,DIC
2016-12-12,12,2016,DIC
2016-12-13,21,2016,DIC
2016-12-14,15,2016,DIC
2016-12-15,6,2016,DIC
2016-12-16,3,2016,DIC
2016-12-17,9,2016,DIC
2016-12-18,6,2016,DIC
2016-12-19,12,2016,DIC
2016-12-20,9,2016,DIC
2016-12-21,27,2016,DIC
2016-12-22,6,2016,DIC
2016-12-23,18,2016,DIC
2016-12-24,15,2016,DIC
2016-12-25,9,2016,DIC
2016-12-26,3,2016,DIC
2016-12-27,15,2016,DIC
2016-12-28,9,2016,DIC
2016-12-29,6,2016,DIC
2016-12-30,9,2016,DIC
2016-12-31,12,2016,DIC
2017-1-1,3,2017,ENE
2017-1-2,3,2017,ENE
2017-1-3,21,2017,ENE
2017-1-4,27,2017,ENE
2017-1-5,27,2017,ENE
2017-1-6,9,2017,ENE
2017-1-7,3,2017,ENE
2017-1-8,15,2017,ENE
2017-1-9,24,2017,ENE
2017-1-10,27,2017,ENE
2017-1-11,15,2017,ENE
2017-1-12,9,2017,ENE
2017-1-13,6,2017,ENE
2017-1-14,15,2017,ENE
2017-1-15,12,2017,ENE
2017-1-16,15,2017,ENE
2017-1-17,33,2017,ENE
2017-1-18,18,2017,ENE
2017-1-19,18,2017,ENE
2017-1-20,6,2017,ENE
2017-1-21,6,2017,ENE
2017-1-22,12,2017,ENE
2017-1-23,15,2017,ENE
2017-1-24,18,2017,ENE
2017-1-25,12,2017,ENE
2017-1-26,54,2017,ENE
2017-1-27,18,2017,ENE
2017-1-28,18,2017,ENE
2017-1-29,9,2017,ENE
2017-1-30,30,2017,ENE
2017-1-31,27,2017,ENE
2017-2-1,24,2017,FEB
2017-2-2,12,2017,FEB
2017-2-3,9,2017,FEB
2017-2-4,18,2017,FEB
2017-2-5,15,2017,FEB
2017-2-6,6,2017,FEB
2017-2-7,21,2017,FEB
2017-2-8,9,2017,FEB
2017-2-9,15,2017,FEB
2017-2-10,12,2017,FEB
2017-2-11,12,2017,FEB
2017-2-12,48,2017,FEB
2017-2-13,12,2017,FEB
2017-2-14,15,2017,FEB
2017-2-15,18,2017,FEB
2017-2-16,12,2017,FEB
2017-2-17,12,2017,FEB
2017-2-18,6,2017,FEB
2017-2-19,18,2017,FEB
2017-2-20,6,2017,FEB
2017-2-21,15,2017,FEB
2017-2-22,3,2017,FEB
2017-2-23,18,2017,FEB
2017-2-24,6,2017,FEB
2017-2-25,3,2017,FEB
2017-2-26,6,2017,FEB
2017-2-27,3,2017,FEB
2017-2-28,18,2017,FEB
2017-3-1,9,2017,MAR
2017-3-2,24,2017,MAR
2017-3-3,9,2017,MAR
2017-3-4,18,2017,MAR
2017-3-5,6,2017,MAR
2017-3-6,15,2017,MAR
2017-3-7,9,2017,MAR
2017-3-8,18,2017,MAR
2017-3-9,15,2017,MAR
2017-3-10,6,2017,MAR
2017-3-11,9,2017,MAR
2017-3-12,18,2017,MAR
2017-3-13,27,2017,MAR
2017-3-14,3,2017,MAR
2017-3-15,6,2017,MAR
2017-3-16,6,2017,MAR
2017-3-17,9,2017,MAR
2017-3-18,6,2017,MAR
2017-3-19,3,2017,MAR
2017-3-20,24,2017,MAR
2017-3-21,9,2017,MAR
2017-3-22,3,2017,MAR
2017-3-23,6,2017,MAR
2017-3-24,3,2017,MAR
2017-3-25,3,2017,MAR
2017-3-26,9,2017,MAR
2017-3-27,3,2017,MAR
2017-3-28,27,2017,MAR
2017-3-29,9,2017,MAR
2017-3-30,3,2017,MAR
2017-3-31,9,2017,MAR
2017-4-1,6,2017,ABR
2017-4-2,3,2017,ABR
2017-4-3,18,2017,ABR
2017-4-4,9,2017,ABR
2017-4-5,3,2017,ABR
2017-4-6,9,2017,ABR
2017-4-7,6,2017,ABR
2017-4-8,21,2017,ABR
2017-4-9,6,2017,ABR
2017-4-10,12,2017,ABR
2017-4-11,6,2017,ABR
2017-4-12,6,2017,ABR
2017-4-13,18,2017,ABR
2017-4-14,6,2017,ABR
2017-4-15,27,2017,ABR
2017-4-16,6,2017,ABR
2017-4-17,12,2017,ABR
2017-4-18,12,2017,ABR
2017-4-19,6,2017,ABR
2017-4-20,9,2017,ABR
2017-4-21,3,2017,ABR
2017-4-22,3,2017,ABR
2017-4-23,3,2017,ABR
2017-4-24,30,2017,ABR
2017-4-25,6,2017,ABR
2017-4-26,3,2017,ABR
2017-4-27,9,2017,ABR
2017-4-28,9,2017,ABR
2017-4-29,15,2017,ABR
2017-4-30,3,2017,ABR
2017-5-1,3,2017,MAY
2017-5-2,15,2017,MAY
2017-5-3,15,2017,MAY
2017-5-4,6,2017,MAY
2017-5-5,27,2017,MAY
2017-5-6,3,2017,MAY
2017-5-7,9,2017,MAY
2017-5-8,12,2017,MAY
2017-5-9,21,2017,MAY
2017-5-10,9,2017,MAY
2017-5-11,24,2017,MAY
2017-5-12,15,2017,MAY
2017-5-13,9,2017,MAY
2017-5-14,6,2017,MAY
2017-5-15,12,2017,MAY
2017-5-16,12,2017,MAY
2017-5-17,18,2017,MAY
2017-5-18,3,2017,MAY
2017-5-19,12,2017,MAY
2017-5-20,21,2017,MAY
2017-5-21,9,2017,MAY
2017-5-22,6,2017,MAY
2017-5-23,9,2017,MAY
2017-5-24,9,2017,MAY
2017-5-25,12,2017,MAY
2017-5-26,6,2017,MAY
2017-5-27,12,2017,MAY
2017-5-28,3,2017,MAY
2017-5-29,9,2017,MAY
2017-5-30,12,2017,MAY
2017-5-31,15,2017,MAY
2017-6-1,12,2017,JUN
2017-6-2,9,2017,JUN
2017-6-3,27,2017,JUN
2017-6-4,15,2017,JUN
2017-6-5,12,2017,JUN
2017-6-6,15,2017,JUN
2017-6-7,21,2017,JUN
2017-6-8,30,2017,JUN
2017-6-9,9,2017,JUN
2017-6-10,12,2017,JUN
2017-6-11,6,2017,JUN
2017-6-12,6,2017,JUN
2017-6-13,15,2017,JUN
2017-6-14,9,2017,JUN
2017-6-15,18,2017,JUN
2017-6-16,3,2017,JUN
2017-6-17,9,2017,JUN
2017-6-18,3,2017,JUN
2017-6-19,15,2017,JUN
2017-6-20,6,2017,JUN
2017-6-21,9,2017,JUN
2017-6-22,27,2017,JUN
2017-6-23,6,2017,JUN
2017-6-24,6,2017,JUN
2017-6-25,6,2017,JUN
2017-6-26,60,2017,JUN
2017-6-27,6,2017,JUN
2017-6-28,3,2017,JUN
2017-6-29,6,2017,JUN
2017-6-30,3,2017,JUN
2017-7-1,12,2017,JUL
2017-7-2,12,2017,JUL
2017-7-3,12,2017,JUL
2017-7-4,3,2017,JUL
2017-7-5,24,2017,JUL
2017-7-6,15,2017,JUL
2017-7-7,6,2017,JUL
2017-7-8,12,2017,JUL
2017-7-9,15,2017,JUL
2017-7-10,9,2017,JUL
2017-7-11,12,2017,JUL
2017-7-12,21,2017,JUL
2017-7-13,15,2017,JUL
2017-7-14,12,2017,JUL
2017-7-15,12,2017,JUL
2017-7-16,3,2017,JUL
2017-7-17,9,2017,JUL
2017-7-18,9,2017,JUL
2017-7-19,15,2017,JUL
2017-7-20,3,2017,JUL
2017-7-21,15,2017,JUL
2017-7-22,3,2017,JUL
2017-7-23,3,2017,JUL
2017-7-24,12,2017,JUL
2017-7-25,9,2017,JUL
2017-7-26,3,2017,JUL
2017-7-27,3,2017,JUL
2017-7-28,18,2017,JUL
2017-7-29,12,2017,JUL
2017-7-30,6,2017,JUL
2017-7-31,12,2017,JUL
2017-8-1,6,2017,AGO
2017-8-2,9,2017,AGO
2017-8-3,12,2017,AGO
2017-8-4,6,2017,AGO
2017-8-5,12,2017,AGO
2017-8-6,15,2017,AGO
2017-8-7,9,2017,AGO
2017-8-8,12,2017,AGO
2017-8-9,12,2017,AGO
2017-8-10,9,2017,AGO
2017-8-11,18,2017,AGO
2017-8-12,27,2017,AGO
2017-8-13,3,2017,AGO
2017-8-14,6,2017,AGO
2017-8-15,15,2017,AGO
2017-8-16,12,2017,AGO
2017-8-17,3,2017,AGO
2017-8-18,9,2017,AGO
2017-8-19,18,2017,AGO
2017-8-20,3,2017,AGO
2017-8-21,6,2017,AGO
2017-8-22,18,2017,AGO
2017-8-23,12,2017,AGO
2017-8-24,18,2017,AGO
2017-8-25,18,2017,AGO
2017-8-26,6,2017,AGO
2017-8-27,12,2017,AGO
2017-8-28,3,2017,AGO
2017-8-29,12,2017,AGO
2017-8-30,3,2017,AGO
2017-8-31,6,2017,AGO
2017-9-1,9,2017,SEPT
2017-9-2,60,2017,SEPT
2017-9-3,15,2017,SEPT
2017-9-4,33,2017,SEPT
2017-9-5,6,2017,SEPT
2017-9-6,12,2017,SEPT
2017-9-7,12,2017,SEPT
2017-9-8,15,2017,SEPT
2017-9-9,3,2017,SEPT
2017-9-10,6,2017,SEPT
2017-9-11,3,2017,SEPT
2017-9-12,6,2017,SEPT
2017-9-13,6,2017,SEPT
2017-9-14,15,2017,SEPT
2017-9-15,3,2017,SEPT
2017-9-16,33,2017,SEPT
2017-9-17,3,2017,SEPT
2017-9-18,3,2017,SEPT
2017-9-19,42,2017,SEPT
2017-9-20,9,2017,SEPT
2017-9-21,9,2017,SEPT
2017-9-22,3,2017,SEPT
2017-9-23,15,2017,SEPT
2017-9-24,9,2017,SEPT
2017-9-25,12,2017,SEPT
2017-9-26,24,2017,SEPT
2017-9-27,15,2017,SEPT
2017-9-28,24,2017,SEPT
2017-9-29,9,2017,SEPT
2017-9-30,21,2017,SEPT
2017-10-1,21,2017,OCT
2017-10-2,12,2017,OCT
2017-10-3,27,2017,OCT
2017-10-4,9,2017,OCT
2017-10-5,6,2017,OCT
2017-10-6,21,2017,OCT
2017-10-7,27,2017,OCT
2017-10-8,6,2017,OCT
2017-10-9,24,2017,OCT
2017-10-10,21,2017,OCT
2017-10-11,6,2017,OCT
2017-10-12,66,2017,OCT
2017-10-13,15,2017,OCT
2017-10-14,18,2017,OCT
2017-10-15,12,2017,OCT
2017-10-16,27,2017,OCT
2017-10-17,9,2017,OCT
2017-10-18,18,2017,OCT
2017-10-19,36,2017,OCT
2017-10-20,27,2017,OCT
2017-10-21,6,2017,OCT
2017-10-22,6,2017,OCT
2017-10-23,21,2017,OCT
2017-10-24,33,2017,OCT
2017-10-25,18,2017,OCT
2017-10-26,9,2017,OCT
2017-10-27,30,2017,OCT
2017-10-28,15,2017,OCT
2017-10-29,3,2017,OCT
2017-10-30,6,2017,OCT
2017-10-31,9,2017,OCT
2017-11-1,3,2017,NOV
2017-11-2,6,2017,NOV
2017-11-3,12,2017,NOV
2017-11-4,18,2017,NOV
2017-11-5,18,2017,NOV
2017-11-6,21,2017,NOV
2017-11-7,15,2017,NOV
2017-11-8,21,2017,NOV
2017-11-9,15,2017,NOV
2017-11-10,12,2017,NOV
2017-11-11,6,2017,NOV
2017-11-12,9,2017,NOV
2017-11-13,15,2017,NOV
2017-11-14,9,2017,NOV
2017-11-15,27,2017,NOV
2017-11-16,18,2017,NOV
2017-11-17,6,2017,NOV
2017-11-18,27,2017,NOV
2017-11-19,6,2017,NOV
2017-11-20,15,2017,NOV
2017-11-21,15,2017,NOV
2017-11-22,18,2017,NOV
2017-11-23,18,2017,NOV
2017-11-24,18,2017,NOV
2017-11-25,18,2017,NOV
2017-11-26,6,2017,NOV
2017-11-27,3,2017,NOV
2017-11-28,18,2017,NOV
2017-11-29,6,2017,NOV
2017-11-30,18,2017,NOV
2017-12-1,15,2017,DIC
2017-12-2,9,2017,DIC
2017-12-3,12,2017,DIC
2017-12-4,24,2017,DIC
2017-12-5,18,2017,DIC
2017-12-6,12,2017,DIC
2017-12-7,18,2017,DIC
2017-12-8,6,2017,DIC
2017-12-9,3,2017,DIC
2017-12-10,3,2017,DIC
2017-12-11,21,2017,DIC
2017-12-12,24,2017,DIC
2017-12-13,3,2017,DIC
2017-12-14,6,2017,DIC
2017-12-15,3,2017,DIC
2017-12-16,3,2017,DIC
2017-12-17,12,2017,DIC
2017-12-18,9,2017,DIC
2017-12-19,15,2017,DIC
2017-12-20,15,2017,DIC
2017-12-21,9,2017,DIC
2017-12-22,3,2017,DIC
2017-12-23,12,2017,DIC
2017-12-24,3,2017,DIC
2017-12-25,6,2017,DIC
2017-12-26,24,2017,DIC
2017-12-27,15,2017,DIC
2017-12-28,6,2017,DIC
2017-12-29,12,2017,DIC
2017-12-30,15,2017,DIC
2017-12-31,15,2017,DIC
2018-1-1,3,2018,ENE
2018-1-2,21,2018,ENE
2018-1-3,30,2018,ENE
2018-1-4,24,2018,ENE
2018-1-5,6,2018,ENE
2018-1-6,9,2018,ENE
2018-1-7,3,2018,ENE
2018-1-8,9,2018,ENE
2018-1-9,18,2018,ENE
2018-1-10,9,2018,ENE
2018-1-11,3,2018,ENE
2018-1-12,15,2018,ENE
2018-1-13,33,2018,ENE
2018-1-14,6,2018,ENE
2018-1-15,6,2018,ENE
2018-1-16,21,2018,ENE
2018-1-17,21,2018,ENE
2018-1-18,48,2018,ENE
2018-1-19,12,2018,ENE
2018-1-20,15,2018,ENE
2018-1-21,3,2018,ENE
2018-1-22,12,2018,ENE
2018-1-23,27,2018,ENE
2018-1-24,18,2018,ENE
2018-1-25,3,2018,ENE
2018-1-26,12,2018,ENE
2018-1-27,12,2018,ENE
2018-1-28,9,2018,ENE
2018-1-29,9,2018,ENE
2018-1-30,21,2018,ENE
2018-1-31,21,2018,ENE
2018-2-1,9,2018,FEB
2018-2-2,9,2018,FEB
2018-2-3,15,2018,FEB
2018-2-4,42,2018,FEB
2018-2-5,3,2018,FEB
2018-2-6,12,2018,FEB
2018-2-7,27,2018,FEB
2018-2-8,9,2018,FEB
2018-2-9,6,2018,FEB
2018-2-10,12,2018,FEB
2018-2-11,18,2018,FEB
2018-2-12,39,2018,FEB
2018-2-13,39,2018,FEB
2018-2-14,9,2018,FEB
2018-2-15,15,2018,FEB
2018-2-16,6,2018,FEB
2018-2-17,3,2018,FEB
2018-2-18,15,2018,FEB
2018-2-19,6,2018,FEB
2018-2-20,18,2018,FEB
2018-2-21,12,2018,FEB
2018-2-22,12,2018,FEB
2018-2-23,21,2018,FEB
2018-2-24,15,2018,FEB
2018-2-25,6,2018,FEB
2018-2-26,18,2018,FEB
2018-2-27,36,2018,FEB
2018-2-28,15,2018,FEB
2018-3-1,9,2018,MAR
2018-3-2,3,2018,MAR
2018-3-3,3,2018,MAR
2018-3-4,18,2018,MAR
2018-3-5,18,2018,MAR
2018-3-6,18,2018,MAR
2018-3-7,3,2018,MAR
2018-3-8,18,2018,MAR
2018-3-9,15,2018,MAR
2018-3-10,6,2018,MAR
2018-3-11,9,2018,MAR
2018-3-12,27,2018,MAR
2018-3-13,30,2018,MAR
2018-3-14,18,2018,MAR
2018-3-15,21,2018,MAR
2018-3-16,6,2018,MAR
2018-3-17,12,2018,MAR
2018-3-18,12,2018,MAR
2018-3-19,12,2018,MAR
2018-3-20,18,2018,MAR
2018-3-21,21,2018,MAR
2018-3-22,15,2018,MAR
2018-3-23,9,2018,MAR
2018-3-24,9,2018,MAR
2018-3-25,9,2018,MAR
2018-3-26,12,2018,MAR
2018-3-27,18,2018,MAR
2018-3-28,6,2018,MAR
2018-3-29,39,2018,MAR
2018-3-30,12,2018,MAR
2018-3-31,9,2018,MAR
2018-4-1,24,2018,ABR
2018-4-2,15,2018,ABR
2018-4-3,24,2018,ABR
2018-4-4,12,2018,ABR
2018-4-5,12,2018,ABR
2018-4-6,12,2018,ABR
2018-4-7,15,2018,ABR
2018-4-8,6,2018,ABR
2018-4-9,21,2018,ABR
2018-4-10,24,2018,ABR
2018-4-11,15,2018,ABR
2018-4-12,18,2018,ABR
2018-4-13,9,2018,ABR
2018-4-14,3,2018,ABR
2018-4-15,3,2018,ABR
2018-4-16,21,2018,ABR
2018-4-17,6,2018,ABR
2018-4-18,9,2018,ABR
2018-4-19,15,2018,ABR
2018-4-20,3,2018,ABR
2018-4-21,18,2018,ABR
2018-4-22,9,2018,ABR
2018-4-23,9,2018,ABR
2018-4-24,30,2018,ABR
2018-4-25,3,2018,ABR
2018-4-26,18,2018,ABR
2018-4-27,6,2018,ABR
2018-4-28,15,2018,ABR
2018-4-29,3,2018,ABR
2018-4-30,12,2018,ABR
2018-5-1,3,2018,MAY
2018-5-2,15,2018,MAY
2018-5-3,6,2018,MAY
2018-5-4,6,2018,MAY
2018-5-5,3,2018,MAY
2018-5-6,9,2018,MAY
2018-5-7,21,2018,MAY
2018-5-8,21,2018,MAY
2018-5-9,3,2018,MAY
2018-5-10,3,2018,MAY
2018-5-11,21,2018,MAY
2018-5-12,3,2018,MAY
2018-5-13,3,2018,MAY
2018-5-14,6,2018,MAY
2018-5-15,6,2018,MAY
2018-5-16,24,2018,MAY
2018-5-17,18,2018,MAY
2018-5-18,12,2018,MAY
2018-5-19,12,2018,MAY
2018-5-20,6,2018,MAY
2018-5-21,12,2018,MAY
2018-5-22,6,2018,MAY
2018-5-23,12,2018,MAY
2018-5-24,21,2018,MAY
2018-5-25,12,2018,MAY
2018-5-26,12,2018,MAY
2018-5-27,9,2018,MAY
2018-5-28,9,2018,MAY
2018-5-29,15,2018,MAY
2018-5-30,15,2018,MAY
2018-5-31,15,2018,MAY
2018-6-1,9,2018,JUN
2018-6-2,9,2018,JUN
2018-6-3,24,2018,JUN
2018-6-4,6,2018,JUN
2018-6-5,12,2018,JUN
2018-6-6,15,2018,JUN
2018-6-7,30,2018,JUN
2018-6-8,3,2018,JUN
2018-6-9,6,2018,JUN
2018-6-10,6,2018,JUN
2018-6-11,3,2018,JUN
2018-6-12,18,2018,JUN
2018-6-13,21,2018,JUN
2018-6-14,6,2018,JUN
2018-6-15,3,2018,JUN
2018-6-16,3,2018,JUN
2018-6-17,6,2018,JUN
2018-6-18,24,2018,JUN
2018-6-19,15,2018,JUN
2018-6-20,18,2018,JUN
2018-6-21,3,2018,JUN
2018-6-22,21,2018,JUN
2018-6-23,3,2018,JUN
2018-6-24,18,2018,JUN
2018-6-25,6,2018,JUN
2018-6-26,9,2018,JUN
2018-6-27,18,2018,JUN
2018-6-28,18,2018,JUN
2018-6-29,15,2018,JUN
2018-6-30,15,2018,JUN
2018-7-1,12,2018,JUL
2018-7-2,12,2018,JUL
2018-7-3,6,2018,JUL
2018-7-4,3,2018,JUL
2018-7-5,3,2018,JUL
2018-7-6,3,2018,JUL
2018-7-7,12,2018,JUL
2018-7-8,6,2018,JUL
2018-7-9,6,2018,JUL
2018-7-10,21,2018,JUL
2018-7-11,9,2018,JUL
2018-7-12,9,2018,JUL
2018-7-13,6,2018,JUL
2018-7-14,21,2018,JUL
2018-7-15,6,2018,JUL
2018-7-16,15,2018,JUL
2018-7-17,12,2018,JUL
2018-7-18,6,2018,JUL
2018-7-19,18,2018,JUL
2018-7-20,6,2018,JUL
2018-7-21,9,2018,JUL
2018-7-22,12,2018,JUL
2018-7-23,9,2018,JUL
2018-7-24,6,2018,JUL
2018-7-25,15,2018,JUL
2018-7-26,6,2018,JUL
2018-7-27,6,2018,JUL
2018-7-28,18,2018,JUL
2018-7-29,15,2018,JUL
2018-7-30,18,2018,JUL
2018-7-31,9,2018,JUL
2018-8-1,6,2018,AGO
2018-8-2,3,2018,AGO
2018-8-3,12,2018,AGO
2018-8-4,6,2018,AGO
2018-8-5,12,2018,AGO
2018-8-6,15,2018,AGO
2018-8-7,6,2018,AGO
2018-8-8,12,2018,AGO
2018-8-9,12,2018,AGO
2018-8-10,12,2018,AGO
2018-8-11,18,2018,AGO
2018-8-12,27,2018,AGO
2018-8-13,9,2018,AGO
2018-8-14,3,2018,AGO
2018-8-15,15,2018,AGO
2018-8-16,12,2018,AGO
2018-8-17,6,2018,AGO
2018-8-18,9,2018,AGO
2018-8-19,18,2018,AGO
2018-8-20,6,2018,AGO
2018-8-21,6,2018,AGO
2018-8-22,18,2018,AGO
2018-8-23,12,2018,AGO
2018-8-24,18,2018,AGO
2018-8-25,18,2018,AGO
2018-8-26,6,2018,AGO
2018-8-27,12,2018,AGO
2018-8-28,3,2018,AGO
2018-8-29,12,2018,AGO
2018-8-30,3,2018,AGO
2018-8-31,6,2018,AGO
2018-9-1,9,2018,SEPT
2018-9-2,63,2018,SEPT
2018-9-3,15,2018,SEPT
2018-9-4,33,2018,SEPT
2018-9-5,6,2018,SEPT
2018-9-6,12,2018,SEPT
2018-9-7,12,2018,SEPT
2018-9-8,15,2018,SEPT
2018-9-9,3,2018,SEPT
2018-9-10,6,2018,SEPT
2018-9-11,3,2018,SEPT
2018-9-12,6,2018,SEPT
2018-9-13,6,2018,SEPT
2018-9-14,15,2018,SEPT
2018-9-15,3,2018,SEPT
2018-9-16,33,2018,SEPT
2018-9-17,6,2018,SEPT
2018-9-18,3,2018,SEPT
2018-9-19,42,2018,SEPT
2018-9-20,9,2018,SEPT
2018-9-21,9,2018,SEPT
2018-9-22,9,2018,SEPT
2018-9-23,15,2018,SEPT
2018-9-24,9,2018,SEPT
2018-9-25,12,2018,SEPT
2018-9-26,24,2018,SEPT
2018-9-27,15,2018,SEPT
2018-9-28,24,2018,SEPT
2018-9-29,9,2018,SEPT
2018-9-30,21,2018,SEPT
2018-10-1,21,2018,OCT
2018-10-2,12,2018,OCT
2018-10-3,27,2018,OCT
2018-10-4,9,2018,OCT
2018-10-5,9,2018,OCT
2018-10-6,21,2018,OCT
2018-10-7,27,2018,OCT
2018-10-8,6,2018,OCT
2018-10-9,24,2018,OCT
2018-10-10,21,2018,OCT
2018-10-11,6,2018,OCT
2018-10-12,69,2018,OCT
2018-10-13,3,2018,OCT
2018-10-14,18,2018,OCT
2018-10-15,12,2018,OCT
2018-10-16,27,2018,OCT
2018-10-17,9,2018,OCT
2018-10-18,18,2018,OCT
2018-10-19,36,2018,OCT
2018-10-20,27,2018,OCT
2018-10-21,6,2018,OCT
2018-10-22,6,2018,OCT
2018-10-23,21,2018,OCT
2018-10-24,33,2018,OCT
2018-10-25,18,2018,OCT
2018-10-26,9,2018,OCT
2018-10-27,30,2018,OCT
2018-10-28,15,2018,OCT
2018-10-29,3,2018,OCT
2018-10-30,6,2018,OCT
2018-10-31,9,2018,OCT
2018-11-1,3,2018,NOV
2018-11-2,6,2018,NOV
2018-11-3,12,2018,NOV
2018-11-4,18,2018,NOV
2018-11-5,18,2018,NOV
2018-11-6,21,2018,NOV
2018-11-7,15,2018,NOV
2018-11-8,21,2018,NOV
2018-11-9,15,2018,NOV
2018-11-10,12,2018,NOV
2018-11-11,6,2018,NOV
2018-11-12,3,2018,NOV
2018-11-13,15,2018,NOV
2018-11-14,9,2018,NOV
2018-11-15,27,2018,NOV
2018-11-16,18,2018,NOV
2018-11-17,6,2018,NOV
2018-11-18,27,2018,NOV
2018-11-19,6,2018,NOV
2018-11-20,15,2018,NOV
2018-11-21,15,2018,NOV
2018-11-22,18,2018,NOV
2018-11-23,18,2018,NOV
2018-11-24,18,2018,NOV
2018-11-25,18,2018,NOV
2018-11-26,6,2018,NOV
2018-11-27,3,2018,NOV
2018-11-28,18,2018,NOV
2018-11-29,6,2018,NOV
2018-11-30,18,2018,NOV
2018-12-1,15,2018,DIC
2018-12-2,9,2018,DIC
2018-12-3,12,2018,DIC
2018-12-4,24,2018,DIC
2018-12-5,18,2018,DIC
2018-12-6,12,2018,DIC
2018-12-7,18,2018,DIC
2018-12-8,6,2018,DIC
2018-12-9,3,2018,DIC
2018-12-10,9,2018,DIC
2018-12-11,21,2018,DIC
2018-12-12,24,2018,DIC
2018-12-13,3,2018,DIC
2018-12-14,6,2018,DIC
2018-12-15,9,2018,DIC
2018-12-16,3,2018,DIC
2018-12-17,12,2018,DIC
2018-12-18,3,2018,DIC
2018-12-19,15,2018,DIC
2018-12-20,15,2018,DIC
2018-12-21,9,2018,DIC
2018-12-22,3,2018,DIC
2018-12-23,12,2018,DIC
2018-12-24,3,2018,DIC
2018-12-25,3,2018,DIC
2018-12-26,24,2018,DIC
2018-12-27,15,2018,DIC
2018-12-28,6,2018,DIC
2018-12-29,12,2018,DIC
2018-12-30,15,2018,DIC
2018-12-31,15,2018,DIC
2019-1-1,15,2019,ENE
2019-1-2,6,2019,ENE
2019-1-3,15,2019,ENE
2019-1-4,15,2019,ENE
2019-1-5,9,2019,ENE
2019-1-6,3,2019,ENE
2019-1-7,30,2019,ENE
2019-1-8,9,2019,ENE
2019-1-9,12,2019,ENE
2019-1-10,15,2019,ENE
2019-1-11,9,2019,ENE
2019-1-12,6,2019,ENE
2019-1-13,6,2019,ENE
2019-1-14,6,2019,ENE
2019-1-15,6,2019,ENE
2019-1-16,12,2019,ENE
2019-1-17,15,2019,ENE
2019-1-18,9,2019,ENE
2019-1-19,3,2019,ENE
2019-1-20,3,2019,ENE
2019-1-21,24,2019,ENE
2019-1-22,9,2019,ENE
2019-1-23,6,2019,ENE
2019-1-24,3,2019,ENE
2019-1-25,15,2019,ENE
2019-1-26,9,2019,ENE
2019-1-27,6,2019,ENE
2019-1-28,6,2019,ENE
2019-1-29,15,2019,ENE
2019-1-30,12,2019,ENE
2019-1-31,12,2019,ENE
2019-2-1,6,2019,FEB
2019-2-2,27,2019,FEB
2019-2-3,18,2019,FEB
2019-2-4,15,2019,FEB
2019-2-5,3,2019,FEB
2019-2-6,6,2019,FEB
2019-2-7,9,2019,FEB
2019-2-8,12,2019,FEB
2019-2-9,18,2019,FEB
2019-2-10,12,2019,FEB
2019-2-11,21,2019,FEB
2019-2-12,24,2019,FEB
2019-2-13,15,2019,FEB
2019-2-14,24,2019,FEB
2019-2-15,18,2019,FEB
2019-2-16,12,2019,FEB
2019-2-17,12,2019,FEB
2019-2-18,15,2019,FEB
2019-2-19,18,2019,FEB
2019-2-20,6,2019,FEB
2019-2-21,21,2019,FEB
2019-2-22,9,2019,FEB
